Index,Time_s,Fx,Fy,Fz,F_Amp,Psi_Imp,Psi_Int,Beta,K_Stiffness,Vel_Raw,Vel_Filt,Acc_Raw,Acc_Filt,Lyapunov_V_Nmm,Loop_Duration_s,q1,q2,q3,q4,q5,tau1,tau2,tau3,tau4,tau5,deltaXcmd,deltaYcmd,deltaZcmd,Tx_EE,Ty_EE,Tz_EE,Roll,Pitch,Yaw
0,0.0000,0.0177,-0.0045,-0.0034,0.0186,0.0000,0.0000,0.0000,20.0000,0.3811,0.0685,9.0412,3.3865,0.0000,0.000880,10.0208,-48.3671,-16.4562,64.8233,10.0208,-0.0000,-1.6643,-11.1842,-0.9948,0.0000,0.003618,0.001165,-0.000272,0.0012,0.0058,0.0014,-180.0000,0.0000,0.0000
1,0.0100,0.0061,-0.0108,-0.0213,0.0247,0.0000,0.0000,0.0000,20.0000,0.3686,0.0854,25.4345,4.1484,0.0000,0.000716,10.0208,-48.3671,-16.4562,64.8233,10.0208,-0.0000,-1.6643,-11.1842,-0.9948,0.0000,0.002590,0.001708,0.001990,0.0018,0.0049,0.0013,-180.0000,0.0000,0.0000
2,0.0200,-0.0140,-0.0196,-0.0387,0.0456,0.0000,0.0000,0.0000,20.0000,0.5748,0.1066,41.1554,5.7517,0.0000,0.000733,10.0208,-48.3671,-16.4562,64.8233,10.0208,-0.0000,-1.6643,-11.1842,-0.9948,0.0000,0.000010,0.002880,0.004974,0.0015,0.0053,0.0005,-180.0000,0.0000,0.0000
3,0.0300,-0.0389,-0.0293,-0.0555,0.0738,0.0000,0.0000,0.0000,20.0000,1.0212,0.1447,53.8394,8.0481,0.0000,0.000751,10.0208,-48.3671,-16.4562,64.8233,10.0208,-0.0000,-1.6643,-11.1842,-0.9948,0.0000,-0.003909,0.004496,0.008294,0.0003,0.0049,0.0000,-180.0000,0.0000,0.0000
4,0.0400,-0.0604,-0.0277,-0.0662,0.0938,0.0000,0.0000,0.0000,20.0000,1.4827,0.2056,52.3947,10.5272,0.0000,0.000816,10.0208,-48.3671,-16.4562,64.8233,10.0208,-0.0000,-1.6643,-11.1842,-0.9948,0.0000,-0.008220,0.005215,0.011184,-0.0003,0.0050,-0.0003,-180.0000,0.0000,0.0000
5,0.0500,-0.0762,-0.0232,-0.0662,0.1036,0.0000,0.0000,0.0000,20.0000,1.8368,0.2856,42.4953,12.5580,0.0000,0.000803,10.0208,-48.3671,-16.4562,64.8233,10.0208,-0.0000,-1.6643,-11.1842,-0.9948,0.0000,-0.012166,0.005153,0.012760,-0.0013,0.0048,0.0009,-180.0000,0.0000,0.0000
6,0.0600,-0.0810,-0.0277,-0.0565,0.1026,0.0000,0.0000,0.0000,20.0000,2.0239,0.3760,26.6924,13.7702,0.0000,0.001262,10.0208,-48.3671,-16.4562,64.8233,10.0208,-0.0000,-1.6643,-11.1842,-0.9948,0.0000,-0.014800,0.005565,0.012634,-0.0013,0.0043,-0.0006,-180.0000,0.0000,0.0000
7,0.0700,-0.0734,-0.0361,-0.0359,0.0893,0.0000,0.0000,0.0000,20.0000,1.9817,0.4655,24.9511,14.4331,0.0001,0.000705,10.0208,-48.3671,-16.4562,64.8233,10.0208,-0.0000,-1.6643,-11.1842,-0.9948,0.0000,-0.015465,0.006621,0.010474,-0.0001,0.0031,-0.0005,-180.0000,0.0000,0.0000
8,0.0800,-0.0584,-0.0408,-0.0073,0.0716,0.0000,0.0000,0.0000,20.0000,1.7441,0.5424,43.6138,15.5250,0.0001,0.000756,10.0208,-48.3671,-16.4562,64.8233,10.0208,-0.0000,-1.6643,-11.1842,-0.9948,0.0000,-0.014304,0.007658,0.006400,0.0001,0.0026,0.0003,-180.0000,0.0000,0.0000
9,0.0900,-0.0438,-0.0476,0.0201,0.0678,0.0000,0.0000,0.0000,20.0000,1.5145,0.6022,55.7689,17.4044,0.0001,0.000715,10.0208,-48.3671,-16.4562,64.8233,10.0208,-0.0000,-1.6643,-11.1842,-0.9948,0.0000,-0.012174,0.008901,0.001398,-0.0009,0.0022,0.0003,-180.0000,0.0000,0.0000
