Index,Time_s,Fx,Fy,Fz,F_Amp,Psi_Imp,Psi_Int,Beta,K_Stiffness,Vel_Raw,Vel_Filt,Acc_Raw,Acc_Filt,Lyapunov_V_Nmm,Loop_Duration_s,q1,q2,q3,q4,q5,tau1,tau2,tau3,tau4,tau5,deltaXcmd,deltaYcmd,deltaZcmd,Tx_EE,Ty_EE,Tz_EE,Roll,Pitch,Yaw
10,0.1000,-0.0738,0.0146,-0.1001,0.1252,0.0000,0.0000,0.0000,20.0000,2.6341,1.1514,22.1649,16.2189,0.0008,0.000603,41.7489,-29.1971,-41.7376,70.9346,41.7489,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.016605,-0.000794,0.020433,0.0002,-0.0031,-0.0003,180.0000,0.0000,0.0000
11,0.1100,-0.0555,0.0201,-0.0998,0.1159,0.0000,0.0000,0.0000,20.0000,2.5449,1.2305,27.1806,16.6839,0.0009,0.000552,41.7489,-29.1971,-41.7376,70.9346,41.7489,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.014495,-0.002474,0.020770,-0.0001,-0.0024,-0.0007,180.0000,0.0000,0.0000
12,0.1200,-0.0321,0.0271,-0.0928,0.1019,0.0000,0.0000,0.0000,20.0000,2.3360,1.2970,39.3036,17.5947,0.0011,0.000623,41.7489,-29.1971,-41.7376,70.9346,41.7489,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.010956,-0.004092,0.020221,0.0004,-0.0019,-0.0003,180.0000,0.0000,0.0000
13,0.1300,-0.0082,0.0301,-0.0795,0.0854,0.0000,0.0000,0.0000,20.0000,2.0374,1.3460,48.2284,19.0343,0.0012,0.000612,41.7489,-29.1971,-41.7376,70.9346,41.7489,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.006593,-0.005278,0.018542,0.0005,-0.0016,0.0005,180.0000,0.0000,0.0000
14,0.1400,0.0140,0.0276,-0.0628,0.0700,0.0000,0.0000,0.0000,20.0000,1.7191,1.3753,51.9929,20.7438,0.0013,0.000555,41.7533,-29.2056,-41.7471,70.9527,41.7533,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.002019,-0.005675,0.016102,0.0013,-0.0007,0.0003,-180.0000,0.0000,0.0000
15,0.1500,0.0206,0.0199,-0.0536,0.0608,0.0000,0.0000,0.0000,20.0000,1.4766,1.3875,39.7408,22.1258,0.0014,0.000740,41.7533,-29.2056,-41.7471,70.9527,41.7533,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,0.001174,-0.005113,0.013803,0.0008,-0.0001,-0.0018,-180.0000,0.0000,0.0000
16,0.1600,0.0036,0.0048,-0.0514,0.0518,0.0000,0.0000,0.0000,20.0000,1.2777,1.3869,23.7419,22.6547,0.0015,0.000562,41.7533,-29.2056,-41.7471,70.9527,41.7533,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,0.001235,-0.003289,0.012285,0.0015,0.0001,-0.0021,-180.0000,0.0000,0.0000
17,0.1700,-0.0280,-0.0205,-0.0511,0.0618,0.0000,0.0000,0.0000,20.0000,1.1550,1.3776,48.1614,23.3861,0.0016,0.000607,41.7533,-29.2056,-41.7471,70.9527,41.7533,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.001892,0.000263,0.011391,0.0012,0.0012,-0.0021,-180.0000,0.0000,0.0000
18,0.1800,-0.0634,-0.0515,-0.0553,0.0987,0.0000,0.0000,0.0000,20.0000,1.4391,1.3731,73.0910,25.4346,0.0017,0.000606,41.7533,-29.2056,-41.7471,70.9527,41.7533,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.007161,0.005328,0.011289,0.0008,0.0004,-0.0035,-180.0000,0.0000,0.0000
19,0.1900,-0.0911,-0.0679,-0.0614,0.1291,0.0000,0.0000,0.0000,20.0000,1.9985,1.3921,72.0605,28.0278,0.0018,0.000568,41.7533,-29.2056,-41.7471,70.9527,41.7533,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.012824,0.009751,0.011826,0.0024,0.0008,-0.0029,-180.0000,0.0000,0.0000
20,0.2000,-0.1000,-0.0674,-0.0673,0.1381,0.0000,0.0000,0.0000,20.0000,2.4312,1.4374,47.2977,29.7689,0.0020,0.000615,41.7533,-29.2056,-41.7471,70.9527,41.7533,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.016820,0.012130,0.012690,0.0030,0.0006,-0.0012,-180.0000,0.0000,0.0000
21,0.2100,-0.0942,-0.0639,-0.0759,0.1368,0.0000,0.0000,0.0000,20.0000,2.6565,1.4983,22.6326,30.0547,0.0021,0.000528,41.7533,-29.2056,-41.7471,70.9527,41.7533,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.018413,0.013068,0.013996,0.0023,0.0001,-0.0014,-180.0000,0.0000,0.0000
22,0.2200,-0.0869,-0.0590,-0.0886,0.1374,0.0000,0.0000,0.0000,20.0000,2.7730,1.5652,19.7473,29.5671,0.0024,0.000536,41.7533,-29.2056,-41.7471,70.9527,41.7533,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.018526,0.013068,0.015967,0.0019,0.0002,-0.0021,-180.0000,0.0000,0.0000
23,0.2300,-0.0751,-0.0450,-0.0999,0.1329,0.0000,0.0000,0.0000,20.0000,2.7701,1.6315,28.4946,29.2675,0.0026,0.000619,41.7533,-29.2056,-41.7471,70.9527,41.7533,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.017381,0.011647,0.018155,0.0022,0.0012,-0.0013,-180.0000,0.0000,0.0000
24,0.2400,-0.0588,-0.0377,-0.1066,0.1274,0.0000,0.0000,0.0000,20.0000,2.7000,1.6922,33.2556,29.3559,0.0029,0.000568,41.7533,-29.2056,-41.7471,70.9527,41.7533,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.015074,0.010108,0.019990,0.0006,0.0006,-0.0007,-180.0000,0.0000,0.0000
25,0.2500,-0.0457,-0.0444,-0.1115,0.1285,0.0000,0.0000,0.0000,20.0000,2.6724,1.7469,30.0278,29.4816,0.0032,0.000679,41.7533,-29.2056,-41.7471,70.9527,41.7533,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.012465,0.009907,0.021463,0.0004,0.0011,-0.0016,-180.0000,0.0000,0.0000
26,0.2600,-0.0301,-0.0418,-0.1063,0.1181,0.0000,0.0000,0.0000,20.0000,2.5504,1.7945,30.6864,29.5298,0.0035,0.000654,41.7533,-29.2056,-41.7471,70.9527,41.7533,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.009431,0.009509,0.021705,0.0012,0.0013,-0.0012,-180.0000,0.0000,0.0000
27,0.2700,-0.0087,-0.0234,-0.0874,0.0909,0.0000,0.0000,0.0000,20.0000,2.1980,1.8264,47.0944,30.0447,0.0037,0.000584,41.7533,-29.2056,-41.7471,70.9527,41.7533,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.005603,0.007434,0.019911,0.0005,0.0002,-0.0012,-180.0000,0.0000,0.0000
28,0.2800,0.0020,-0.0086,-0.0631,0.0637,0.0000,0.0000,0.0000,20.0000,1.7303,1.8339,54.0292,31.1733,0.0039,0.000605,41.7533,-29.2056,-41.7471,70.9527,41.7533,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.002404,0.004789,0.016452,0.0000,-0.0005,-0.0019,-180.0000,0.0000,0.0000
29,0.2900,-0.0018,-0.0039,-0.0382,0.0384,0.0000,0.0000,0.0000,20.0000,1.2385,1.8147,50.4384,32.3318,0.0041,0.000515,41.7533,-29.2056,-41.7471,70.9527,41.7533,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.001011,0.002847,0.012010,0.0004,0.0005,-0.0035,-180.0000,0.0000,0.0000
30,0.3000,-0.0103,-0.0038,-0.0163,0.0197,0.0000,0.0000,0.0000,20.0000,0.7632,1.7699,47.9106,33.2583,0.0041,0.000508,41.7533,-29.2056,-41.7471,70.9527,41.7533,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.001092,0.001766,0.007344,-0.0002,0.0001,-0.0031,-180.0000,0.0000,0.0000
31,0.3100,-0.0234,-0.0094,-0.0097,0.0270,0.0000,0.0000,0.0000,20.0000,0.5065,1.7075,35.2108,33.7150,0.0042,0.000624,41.7533,-29.2056,-41.7471,70.9527,41.7533,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.002440,0.001723,0.004091,-0.0010,0.0005,-0.0033,-180.0000,0.0000,0.0000
32,0.3200,-0.0401,-0.0217,-0.0177,0.0489,0.0000,0.0000,0.0000,20.0000,0.6448,1.6452,28.7722,33.6202,0.0043,0.000550,41.7533,-29.2056,-41.7471,70.9527,41.7533,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.004848,0.002929,0.003080,-0.0002,0.0015,-0.0030,-180.0000,0.0000,0.0000
33,0.3300,-0.0526,-0.0304,-0.0328,0.0691,0.0000,0.0000,0.0000,20.0000,0.9549,1.5987,31.4025,33.4259,0.0044,0.000535,41.7533,-29.2056,-41.7471,70.9527,41.7533,-0.0000,-6.3332,-11.3336,-1.0003,0.0000,-0.007422,0.004458,0.004029,-0.0000,0.0014,-0.0027,-180.0000,0.0000,0.0000
34,0.3400,-0.0577,-0.0239,-0.0544,0.0828,0.0000,0.0000,0.0000,20.0000,1.2949,1.5727,39.1717,33.5282,0.0045,0.000563,41.7754,-29.2300,-41.7740,71.0040,41.7754,0.0021,-13.5711,-16.9677,-1.0013,-0.0000,-0.009633,0.004721,0.007251,0.0011,0.0005,-0.0018,-180.0000,0.0000,0.0000
35,0.3500,-0.0627,-0.0070,-0.0756,0.0985,0.0000,0.0000,0.0000,20.0000,1.6207,1.5664,45.2024,34.0045,0.0047,0.000613,41.7754,-29.2300,-41.7740,71.0040,41.7754,0.0021,-13.5711,-16.9677,-1.0013,-0.0000,-0.011336,0.003169,0.011141,0.0022,0.0001,-0.0021,-180.0000,0.0000,0.0000
36,0.3600,-0.0700,0.0104,-0.0860,0.1114,0.0000,0.0000,0.0000,20.0000,1.9326,1.5779,44.1479,34.5915,0.0050,0.000604,41.7754,-29.2300,-41.7740,71.0040,41.7754,0.0021,-13.5711,-16.9677,-1.0013,-0.0000,-0.012982,0.000567,0.014304,0.0015,-0.0002,-0.0031,-180.0000,0.0000,0.0000
37,0.3700,-0.0725,0.0312,-0.0832,0.1147,0.0000,0.0000,0.0000,20.0000,2.1352,1.6030,39.6561,34.9936,0.0053,0.000536,41.7754,-29.2300,-41.7740,71.0040,41.7754,0.0021,-13.5711,-16.9677,-1.0013,-0.0000,-0.014116,-0.002949,0.015746,0.0013,-0.0005,-0.0040,-180.0000,0.0000,0.0000
38,0.3800,-0.0651,0.0610,-0.0725,0.1150,0.0000,0.0000,0.0000,20.0000,2.2265,1.6348,49.2988,35.5153,0.0056,0.000624,41.7754,-29.2300,-41.7740,71.0040,41.7754,0.0021,-13.5711,-16.9677,-1.0013,-0.0000,-0.013975,-0.007868,0.015444,0.0011,-0.0004,-0.0043,-180.0000,0.0000,0.0000
39,0.3900,-0.0533,0.0880,-0.0577,0.1179,0.0000,0.0000,0.0000,20.0000,2.2947,1.6692,58.0671,36.5147,0.0058,0.000638,41.7754,-29.2300,-41.7740,71.0040,41.7754,0.0021,-13.5711,-16.9677,-1.0013,-0.0000,-0.012688,-0.013274,0.013761,-0.0003,-0.0004,-0.0059,-180.0000,0.0000,0.0000
40,0.4000,-0.0448,0.1091,-0.0462,0.1267,0.0000,0.0000,0.0000,20.0000,2.4410,1.7076,57.1764,37.6758,0.0060,0.000528,41.7754,-29.2300,-41.7740,71.0040,41.7754,0.0021,-13.5711,-16.9677,-1.0013,-0.0000,-0.011107,-0.018348,0.011654,0.0002,0.0005,-0.0068,-180.0000,0.0000,0.0000
41,0.4100,-0.0391,0.1273,-0.0465,0.1411,0.0000,0.0000,0.0000,20.0000,2.7003,1.7551,49.5595,38.5390,0.0062,0.000617,41.7754,-29.2300,-41.7740,71.0040,41.7754,0.0021,-13.5711,-16.9677,-1.0013,-0.0000,-0.009637,-0.022938,0.010496,0.0020,0.0010,-0.0064,-180.0000,0.0000,0.0000
42,0.4200,-0.0366,0.1324,-0.0595,0.1497,0.0000,0.0000,0.0000,20.0000,2.9493,1.8140,32.4933,38.6758,0.0064,0.000556,41.7754,-29.2300,-41.7740,71.0040,41.7754,0.0021,-13.5711,-16.9677,-1.0013,-0.0000,-0.008556,-0.025935,0.011136,0.0024,0.0014,-0.0049,-180.0000,0.0000,0.0000
43,0.4300,-0.0437,0.1170,-0.0800,0.1484,0.0000,0.0000,0.0000,20.0000,3.0560,1.8793,23.8528,38.0980,0.0067,0.000552,41.7754,-29.2300,-41.7740,71.0040,41.7754,0.0021,-13.5711,-16.9677,-1.0013,-0.0000,-0.008657,-0.026004,0.013518,0.0025,0.0017,-0.0040,-180.0000,0.0000,0.0000
44,0.4400,-0.0545,0.0964,-0.1049,0.1526,0.0000,0.0000,0.0000,20.0000,3.1104,1.9456,44.5448,37.8836,0.0070,0.000571,41.7754,-29.2300,-41.7740,71.0040,41.7754,0.0021,-13.5711,-16.9677,-1.0013,-0.0000,-0.009773,-0.023931,0.017300,0.0035,0.0018,-0.0024,-180.0000,0.0000,0.0000
45,0.4500,-0.0560,0.0807,-0.1241,0.1583,0.0000,0.0000,0.0000,20.0000,3.1798,2.0115,48.9700,38.3717,0.0074,0.000655,41.7754,-29.2300,-41.7740,71.0040,41.7754,0.0021,-13.5711,-16.9677,-1.0013,-0.0000,-0.010523,-0.021164,0.021271,0.0025,0.0007,-0.0017,-180.0000,0.0000,0.0000
46,0.4600,-0.0570,0.0629,-0.1269,0.1527,0.0000,0.0000,0.0000,20.0000,3.1627,2.0753,41.7369,38.7557,0.0079,0.000705,41.7754,-29.2300,-41.7740,71.0040,41.7754,0.0021,-13.5711,-16.9677,-1.0013,-0.0000,-0.011012,-0.017809,0.023704,-0.0004,0.0009,-0.0009,-180.0000,0.0000,0.0000
47,0.4700,-0.0619,0.0376,-0.1144,0.1354,0.0000,0.0000,0.0000,20.0000,2.9694,2.1298,44.8079,39.0042,0.0084,0.000632,41.7754,-29.2300,-41.7740,71.0040,41.7754,0.0021,-13.5711,-16.9677,-1.0013,-0.0000,-0.011753,-0.013390,0.023755,-0.0018,-0.0001,-0.0018,-180.0000,0.0000,0.0000
48,0.4800,-0.0631,0.0083,-0.0924,0.1122,0.0000,0.0000,0.0000,20.0000,2.6036,2.1660,58.6188,39.7033,0.0089,0.000551,41.7754,-29.2300,-41.7740,71.0040,41.7754,0.0021,-13.5711,-16.9677,-1.0013,-0.0000,-0.012258,-0.007988,0.021536,-0.0018,-0.0007,-0.0021,-180.0000,0.0000,0.0000
49,0.4900,-0.0657,-0.0234,-0.0667,0.0965,0.0000,0.0000,0.0000,20.0000,2.1897,2.1786,72.8587,41.1355,0.0093,0.000524,41.7754,-29.2300,-41.7740,71.0040,41.7754,0.0021,-13.5711,-16.9677,-1.0013,-0.0000,-0.012773,-0.001820,0.017693,-0.0023,-0.0004,-0.0010,-180.0000,0.0000,0.0000
50,0.5000,-0.0715,-0.0646,-0.0500,0.1086,0.0000,0.0000,0.0000,20.0000,2.0255,2.1747,84.9438,43.2129,0.0096,0.000605,41.7754,-29.2300,-41.7740,71.0040,41.7754,0.0021,-13.5711,-16.9677,-1.0013,-0.0000,-0.013614,0.005717,0.013865,-0.0028,0.0006,-0.0006,-180.0000,0.0000,0.0000
51,0.5100,-0.0763,-0.1085,-0.0495,0.1416,0.0000,0.0000,0.0000,20.0000,2.3461,2.1753,88.6913,45.6115,0.0100,0.000517,41.7754,-29.2300,-41.7740,71.0040,41.7754,0.0021,-13.5711,-16.9677,-1.0013,-0.0000,-0.014523,0.014261,0.011668,-0.0012,-0.0004,-0.0008,-180.0000,0.0000,0.0000
52,0.5200,-0.0823,-0.1360,-0.0604,0.1701,0.0000,0.0000,0.0000,20.0000,2.9111,2.2003,75.2640,47.6119,0.0103,0.000574,41.7754,-29.2300,-41.7740,71.0040,41.7754,0.0021,-13.5711,-16.9677,-1.0013,-0.0000,-0.015601,0.021709,0.011525,-0.0023,0.0003,-0.0001,-180.0000,0.0000,0.0000
53,0.5300,-0.0905,-0.1512,-0.0781,0.1927,0.0000,0.0000,0.0000,20.0000,3.4748,2.2549,59.9133,48.7108,0.0107,0.000533,41.7754,-29.2300,-41.7740,71.0040,41.7754,0.0021,-13.5711,-16.9677,-1.0013,-0.0000,-0.016983,0.027296,0.013189,-0.0040,0.0007,-0.0002,-180.0000,0.0000,0.0000
54,0.5400,-0.0964,-0.1622,-0.0944,0.2110,0.0000,0.0000,0.0000,20.0000,3.9977,2.3364,53.8959,49.1615,0.0112,0.000538,41.7922,-29.2757,-41.7891,71.0648,41.7922,-0.0059,-13.5558,-18.1458,-1.0003,0.0000,-0.018708,0.031342,0.016303,-0.0040,-0.0004,-0.0016,-180.0000,0.0000,0.0000
55,0.5500,-0.0992,-0.1566,-0.0986,0.2100,0.0000,0.0000,0.0000,20.0000,4.2672,2.4352,29.0879,48.7396,0.0118,0.000523,41.7922,-29.2757,-41.7891,71.0648,41.7922,-0.0059,-13.5558,-18.1458,-1.0003,0.0000,-0.019896,0.032954,0.018413,-0.0032,-0.0009,-0.0016,-180.0000,0.0000,0.0000
56,0.5600,-0.0910,-0.1352,-0.0913,0.1868,0.0000,0.0000,0.0000,20.0000,4.1747,2.5334,13.9418,47.2420,0.0124,0.000526,41.7922,-29.2757,-41.7891,71.0648,41.7922,-0.0059,-13.5558,-18.1458,-1.0003,0.0000,-0.019695,0.031635,0.018818,-0.0038,-0.0016,-0.0012,-180.0000,0.0000,0.0000
57,0.5700,-0.0678,-0.1128,-0.0781,0.1530,0.0000,0.0000,0.0000,20.0000,3.7782,2.6128,40.7079,46.1464,0.0130,0.000600,41.7922,-29.2757,-41.7891,71.0648,41.7922,-0.0059,-13.5558,-18.1458,-1.0003,0.0000,-0.017231,0.028601,0.017680,-0.0017,-0.0034,-0.0013,-180.0000,0.0000,0.0000
58,0.5800,-0.0330,-0.0925,-0.0610,0.1156,0.0000,0.0000,0.0000,20.0000,3.1683,2.6601,66.0361,46.5439,0.0135,0.000566,41.7922,-29.2757,-41.7891,71.0648,41.7922,-0.0059,-13.5558,-18.1458,-1.0003,0.0000,-0.012350,0.024836,0.015311,-0.0009,-0.0049,-0.0008,-180.0000,0.0000,0.0000
59,0.5900,0.0044,-0.0739,-0.0420,0.0851,0.0000,0.0000,0.0000,20.0000,2.4801,2.6691,82.5327,48.0698,0.0139,0.000479,41.7922,-29.2757,-41.7891,71.0648,41.7922,-0.0059,-13.5558,-18.1458,-1.0003,0.0000,-0.005892,0.020850,0.012068,-0.0015,-0.0041,-0.0011,-180.0000,0.0000,0.0000
60,0.6000,0.0325,-0.0622,-0.0246,0.0744,0.0000,0.0000,0.0000,20.0000,1.9411,2.6439,80.7811,49.9174,0.0141,0.000503,41.7922,-29.2757,-41.7891,71.0648,41.7922,-0.0059,-13.5558,-18.1458,-1.0003,0.0000,0.000508,0.017437,0.008512,-0.0018,-0.0045,-0.0013,-180.0000,0.0000,0.0000
61,0.6100,0.0449,-0.0617,-0.0133,0.0775,0.0000,0.0000,0.0000,20.0000,1.7210,2.5992,60.3072,51.0520,0.0142,0.000574,41.7922,-29.2757,-41.7891,71.0648,41.7922,-0.0059,-13.5558,-18.1458,-1.0003,0.0000,0.005283,0.015463,0.005401,-0.0021,-0.0033,-0.0013,-180.0000,0.0000,0.0000
62,0.6200,0.0386,-0.0667,-0.0091,0.0776,0.0000,0.0000,0.0000,20.0000,1.6846,2.5499,30.0095,50.7278,0.0142,0.000524,41.7922,-29.2757,-41.7891,71.0648,41.7922,-0.0059,-13.5558,-18.1458,-1.0003,0.0000,0.007279,0.014840,0.003249,-0.0023,-0.0020,-0.0012,-180.0000,0.0000,0.0000
63,0.6300,0.0135,-0.0707,-0.0099,0.0727,0.0000,0.0000,0.0000,20.0000,1.6122,2.5003,18.0611,49.2595,0.0142,0.000514,41.7922,-29.2757,-41.7891,71.0648,41.7922,-0.0059,-13.5558,-18.1458,-1.0003,0.0000,0.005863,0.014866,0.002129,-0.0017,-0.0008,-0.0024,-180.0000,0.0000,0.0000
64,0.6400,-0.0229,-0.0703,-0.0169,0.0759,0.0000,0.0000,0.0000,20.0000,1.5046,2.4485,44.3981,48.2677,0.0143,0.000676,41.7922,-29.2757,-41.7891,71.0648,41.7922,-0.0059,-13.5558,-18.1458,-1.0003,0.0000,0.001424,0.014815,0.002205,0.0000,-0.0005,-0.0027,-180.0000,0.0000,0.0000
65,0.6500,-0.0608,-0.0604,-0.0299,0.0908,0.0000,0.0000,0.0000,20.0000,1.5013,2.3965,64.7358,48.6142,0.0145,0.000587,41.7922,-29.2757,-41.7891,71.0648,41.7922,-0.0059,-13.5558,-18.1458,-1.0003,0.0000,-0.004822,0.013768,0.003546,0.0016,0.0005,-0.0037,-180.0000,0.0000,0.0000
66,0.6600,-0.0949,-0.0412,-0.0417,0.1115,0.0000,0.0000,0.0000,20.0000,1.7097,2.3530,75.5200,49.7977,0.0148,0.000574,41.7922,-29.2757,-41.7891,71.0648,41.7922,-0.0059,-13.5558,-18.1458,-1.0003,0.0000,-0.011673,0.011235,0.005463,0.0028,0.0004,-0.0044,-180.0000,0.0000,0.0000
67,0.6700,-0.1228,-0.0237,-0.0514,0.1352,0.0000,0.0000,0.0000,20.0000,2.1289,2.3291,75.5756,51.2141,0.0153,0.000687,41.7922,-29.2757,-41.7891,71.0648,41.7922,-0.0059,-13.5558,-18.1458,-1.0003,0.0000,-0.018228,0.008061,0.007481,0.0033,0.0013,-0.0052,-180.0000,0.0000,0.0000
68,0.6800,-0.1433,-0.0169,-0.0588,0.1559,0.0000,0.0000,0.0000,20.0000,2.6233,2.3317,64.1999,52.2413,0.0158,0.000537,41.7922,-29.2757,-41.7891,71.0648,41.7922,-0.0059,-13.5558,-18.1458,-1.0003,0.0000,-0.023871,0.005612,0.009320,0.0038,0.0012,-0.0040,-180.0000,0.0000,0.0000
69,0.6900,-0.1508,-0.0236,-0.0591,0.1637,0.0000,0.0000,0.0000,20.0000,2.9962,2.3580,40.0897,52.2360,0.0164,0.000556,41.7922,-29.2757,-41.7891,71.0648,41.7922,-0.0059,-13.5558,-18.1458,-1.0003,0.0000,-0.027685,0.004923,0.010344,0.0027,0.0000,-0.0029,-180.0000,0.0000,0.0000
70,0.7000,-0.1490,-0.0438,-0.0524,0.1639,0.0000,0.0000,0.0000,20.0000,3.1959,2.3986,24.8953,51.1500,0.0171,0.000519,41.7922,-29.2757,-41.7891,71.0648,41.7922,-0.0059,-13.5558,-18.1458,-1.0003,0.0000,-0.029564,0.006551,0.010219,0.0015,-0.0004,-0.0018,-180.0000,0.0000,0.0000
71,0.7100,-0.1430,-0.0670,-0.0463,0.1645,0.0000,0.0000,0.0000,20.0000,3.2895,2.4450,32.9529,49.9274,0.0178,0.000561,41.7922,-29.2757,-41.7891,71.0648,41.7922,-0.0059,-13.5558,-18.1458,-1.0003,0.0000,-0.029938,0.009751,0.009525,0.0007,-0.0002,-0.0004,-180.0000,0.0000,0.0000
72,0.7200,-0.1286,-0.0841,-0.0388,0.1585,0.0000,0.0000,0.0000,20.0000,3.2641,2.4908,38.7150,49.1521,0.0185,0.000588,41.7922,-29.2757,-41.7891,71.0648,41.7922,-0.0059,-13.5558,-18.1458,-1.0003,0.0000,-0.028650,0.013213,0.008368,-0.0002,-0.0013,0.0001,-180.0000,0.0000,0.0000
